
#tn =    1.000000000000000e-01
   0.000000000000000e+00   1.288510556273437e-316
   1.000000000000000e-01    4.624491836327764e-02
   2.000000000000000e-01    9.147034322265132e-02
   3.000000000000000e-01    1.111591136318319e-01
   4.000000000000000e-01    9.362966511522963e-02
   5.000000000000000e-01    4.322717427758481e-02
   6.000000000000001e-01   -2.210651657934368e-02
   7.000000000000001e-01   -7.813873500811355e-02
   8.000000000000000e-01   -1.038621058632777e-01
   9.000000000000000e-01   -7.988190265038621e-02
   1.000000000000000e+00    0.000000000000000e+00


#tn =    9.000000000000000e-01
   0.000000000000000e+00   1.288515299303638e-316
   1.000000000000000e-01   -4.375399984636490e-02
   2.000000000000000e-01   -9.519810770646535e-02
   3.000000000000000e-01   -1.251557836543624e-01
   4.000000000000000e-01   -1.152310725154251e-01
   5.000000000000000e-01   -6.367353239625462e-02
   6.000000000000001e-01    1.364356820736639e-02
   7.000000000000001e-01    8.671619268443874e-02
   8.000000000000000e-01    1.198934379216577e-01
   9.000000000000000e-01    8.789756867957624e-02
   1.000000000000000e+00    0.000000000000000e+00


#tn =    2.000000000000000e+00
   0.000000000000000e+00    0.000000000000000e+00
   1.000000000000000e-01   -6.092044732659131e-02
   2.000000000000000e-01   -1.032313926431572e-01
   3.000000000000000e-01   -1.120740038737993e-01
   4.000000000000000e-01   -8.241143020554692e-02
   5.000000000000000e-01   -2.371402305859925e-02
   6.000000000000001e-01    4.108923090574523e-02
   7.000000000000001e-01    8.309335973624760e-02
   8.000000000000000e-01    8.145833958012444e-02
   9.000000000000000e-01    4.072916979006225e-02
   1.000000000000000e+00    0.000000000000000e+00

