0.010000 0.000000 0.000000
0.010000 0.050000 0.000387
0.010000 0.100000 0.000892
0.010000 0.150000 0.001371
0.010000 0.200000 0.001740
0.010000 0.250000 0.001949
0.010000 0.300000 0.001972
0.010000 0.350000 0.001803
0.010000 0.400000 0.001458
0.010000 0.450000 0.000970
0.010000 0.500000 0.000388
0.010000 0.550000 -0.000232
0.010000 0.600000 -0.000830
0.010000 0.650000 -0.001346
0.010000 0.700000 -0.001730
0.010000 0.750000 -0.001945
0.010000 0.800000 -0.001970
0.010000 0.850000 -0.001802
0.010000 0.900000 -0.001458
0.010000 0.950000 -0.000970
0.010000 1.000000 0.000000

0.020000 0.000000 0.000000
0.020000 0.050000 0.001203
0.020000 0.100000 0.002669
0.020000 0.150000 0.004050
0.020000 0.200000 0.005113
0.020000 0.250000 0.005711
0.020000 0.300000 0.005765
0.020000 0.350000 0.005262
0.020000 0.400000 0.004246
0.020000 0.450000 0.002816
0.020000 0.500000 0.001111
0.020000 0.550000 -0.000702
0.020000 0.600000 -0.002447
0.020000 0.650000 -0.003952
0.020000 0.700000 -0.005070
0.020000 0.750000 -0.005692
0.020000 0.800000 -0.005757
0.020000 0.850000 -0.005258
0.020000 0.900000 -0.004245
0.020000 0.950000 -0.002660
0.020000 1.000000 0.000000

0.030000 0.000000 0.000000
0.030000 0.050000 0.002446
0.030000 0.100000 0.005296
0.030000 0.150000 0.007952
0.030000 0.200000 0.009989
0.030000 0.250000 0.011125
0.030000 0.300000 0.011209
0.030000 0.350000 0.010212
0.030000 0.400000 0.008224
0.030000 0.450000 0.005435
0.030000 0.500000 0.002115
0.030000 0.550000 -0.001411
0.030000 0.600000 -0.004798
0.030000 0.650000 -0.007716
0.030000 0.700000 -0.009878
0.030000 0.750000 -0.011074
0.030000 0.800000 -0.011185
0.030000 0.850000 -0.010202
0.030000 0.900000 -0.008158
0.030000 0.950000 -0.004933
0.030000 1.000000 0.000000

0.040000 0.000000 0.000000
0.040000 0.050000 0.004096
0.040000 0.100000 0.008710
0.040000 0.150000 0.012967
0.040000 0.200000 0.016216
0.040000 0.250000 0.018012
0.040000 0.300000 0.018113
0.040000 0.350000 0.016475
0.040000 0.400000 0.013241
0.040000 0.450000 0.008718
0.040000 0.500000 0.003346
0.040000 0.550000 -0.002352
0.040000 0.600000 -0.007818
0.040000 0.650000 -0.012519
0.040000 0.700000 -0.015995
0.040000 0.750000 -0.017904
0.040000 0.800000 -0.018061
0.040000 0.850000 -0.016425
0.040000 0.900000 -0.013006
0.040000 0.950000 -0.007678
0.040000 1.000000 0.000000

0.050000 0.000000 0.000000
0.050000 0.050000 0.006120
0.050000 0.100000 0.012832
0.050000 0.150000 0.018968
0.050000 0.200000 0.023626
0.050000 0.250000 0.026176
0.050000 0.300000 0.026273
0.050000 0.350000 0.023856
0.050000 0.400000 0.019133
0.050000 0.450000 0.012552
0.050000 0.500000 0.004749
0.050000 0.550000 -0.003514
0.050000 0.600000 -0.011432
0.050000 0.650000 -0.018230
0.050000 0.700000 -0.023243
0.050000 0.750000 -0.025980
0.050000 0.800000 -0.026165
0.050000 0.850000 -0.023709
0.050000 0.900000 -0.018611
0.050000 0.950000 -0.010796
0.050000 1.000000 0.000000

0.060000 0.000000 0.000000
0.060000 0.050000 0.008472
0.060000 0.100000 0.017566
0.060000 0.150000 0.025808
0.060000 0.200000 0.032029
0.060000 0.250000 0.035402
0.060000 0.300000 0.035468
0.060000 0.350000 0.032150
0.060000 0.400000 0.025731
0.060000 0.450000 0.016818
0.060000 0.500000 0.006271
0.060000 0.550000 -0.004883
0.060000 0.600000 -0.015555
0.060000 0.650000 -0.024703
0.060000 0.700000 -0.031432
0.060000 0.750000 -0.035080
0.060000 0.800000 -0.035259
0.060000 0.850000 -0.031828
0.060000 0.900000 -0.024795
0.060000 0.950000 -0.014193
0.060000 1.000000 0.000000

0.070000 0.000000 0.000000
0.070000 0.050000 0.011102
0.070000 0.100000 0.022806
0.070000 0.150000 0.033329
0.070000 0.200000 0.041226
0.070000 0.250000 0.045463
0.070000 0.300000 0.045467
0.070000 0.350000 0.041142
0.070000 0.400000 0.032859
0.070000 0.450000 0.021397
0.070000 0.500000 0.007860
0.070000 0.550000 -0.006436
0.070000 0.600000 -0.020095
0.070000 0.650000 -0.031785
0.070000 0.700000 -0.040361
0.070000 0.750000 -0.044969
0.070000 0.800000 -0.045099
0.070000 0.850000 -0.040557
0.070000 0.900000 -0.031388
0.070000 0.950000 -0.017775
0.070000 1.000000 0.000000

0.080000 0.000000 0.000000
0.080000 0.050000 0.013952
0.080000 0.100000 0.028437
0.080000 0.150000 0.041362
0.080000 0.200000 0.051005
0.080000 0.250000 0.056125
0.080000 0.300000 0.056030
0.080000 0.350000 0.050615
0.080000 0.400000 0.040339
0.080000 0.450000 0.026168
0.080000 0.500000 0.009465
0.080000 0.550000 -0.008148
0.080000 0.600000 -0.024955
0.080000 0.650000 -0.039314
0.080000 0.700000 -0.049816
0.080000 0.750000 -0.055403
0.080000 0.800000 -0.055434
0.080000 0.850000 -0.049671
0.080000 0.900000 -0.038219
0.080000 0.950000 -0.021451
0.080000 1.000000 0.000000

0.090000 0.000000 0.000000
0.090000 0.050000 0.016961
0.090000 0.100000 0.034335
0.090000 0.150000 0.049729
0.090000 0.200000 0.061148
0.090000 0.250000 0.067144
0.090000 0.300000 0.066915
0.090000 0.350000 0.060345
0.090000 0.400000 0.047992
0.090000 0.450000 0.031012
0.090000 0.500000 0.011039
0.090000 0.550000 -0.009993
0.090000 0.600000 -0.030032
0.090000 0.650000 -0.047122
0.090000 0.700000 -0.059578
0.090000 0.750000 -0.066134
0.090000 0.800000 -0.066014
0.090000 0.850000 -0.058947
0.090000 0.900000 -0.045122
0.090000 0.950000 -0.025135
0.090000 1.000000 0.000000

0.100000 0.000000 0.000000
0.100000 0.050000 0.020065
0.100000 0.100000 0.040375
0.100000 0.150000 0.058249
0.100000 0.200000 0.071432
0.100000 0.250000 0.078278
0.100000 0.300000 0.077877
0.100000 0.350000 0.070111
0.100000 0.400000 0.055638
0.100000 0.450000 0.035812
0.100000 0.500000 0.012535
0.100000 0.550000 -0.011936
0.100000 0.600000 -0.035220
0.100000 0.650000 -0.055038
0.100000 0.700000 -0.069429
0.100000 0.750000 -0.076915
0.100000 0.800000 -0.076593
