
#tn =    1.000000000000000e-01
   0.000000000000000e+00    0.000000000000000e+00
   5.000000000000000e-02    2.006512274929318e-02
   1.000000000000000e-01    4.037467132809124e-02
   1.500000000000000e-01    5.824894622817415e-02
   2.000000000000000e-01    7.143201566528684e-02
   2.500000000000000e-01    7.827836355338073e-02
   3.000000000000000e-01    7.787749071461279e-02
   3.500000000000000e-01    7.011083128757126e-02
   4.000000000000000e-01    5.563773139466017e-02
   4.500000000000000e-01    3.581189045484150e-02
   5.000000000000000e-01    1.253545118443287e-02
   5.500000000000000e-01   -1.193615740529374e-02
   6.000000000000001e-01   -3.521996203421395e-02
   6.500000000000000e-01   -5.503803048818642e-02
   7.000000000000001e-01   -6.942944896409900e-02
   7.500000000000000e-01   -7.691460703910205e-02
   8.000000000000000e-01   -7.659261414717419e-02
   8.500000000000001e-01   -6.816937891493105e-02
   9.000000000000000e-01   -5.193626664808552e-02
   9.500000000000001e-01   -2.874043917626000e-02
   1.000000000000000e+00    0.000000000000000e+00


#tn =    9.000000000000000e-01
   0.000000000000000e+00    0.000000000000000e+00
   5.000000000000000e-02   -2.056999612435535e-02
   1.000000000000000e-01   -4.205770474870978e-02
   1.500000000000000e-01   -6.173218202797433e-02
   2.000000000000000e-01   -7.707052298542955e-02
   2.500000000000000e-01   -8.605475927131051e-02
   3.000000000000000e-01   -8.738537374974301e-02
   3.500000000000000e-01   -8.060459852915795e-02
   4.000000000000000e-01   -6.612806249358903e-02
   4.500000000000000e-01   -4.518955746004723e-02
   5.000000000000000e-01   -1.971002503202323e-02
   5.500000000000000e-01    7.892529438758501e-03
   6.000000000000001e-01    3.493151433938716e-02
   6.500000000000000e-01    5.869638682128035e-02
   7.000000000000001e-01    7.669260971361611e-02
   7.500000000000000e-01    8.686054295758212e-02
   8.000000000000000e-01    8.776388944290200e-02
   8.500000000000001e-01    7.874666077390301e-02
   9.000000000000000e-01    6.006528241894254e-02
   9.500000000000001e-01    3.300661664275879e-02
   1.000000000000000e+00    0.000000000000000e+00


#tn =    2.000000000000000e+00
   0.000000000000000e+00    0.000000000000000e+00
   5.000000000000000e-02   -3.156471945200626e-02
   1.000000000000000e-01   -5.992002103436682e-02
   1.500000000000000e-01   -8.287109682766500e-02
   2.000000000000000e-01   -9.842700411719961e-02
   2.500000000000000e-01   -1.051127900747988e-01
   3.000000000000000e-01   -1.022020140283203e-01
   3.500000000000000e-01   -8.985161719769204e-02
   4.000000000000000e-01   -6.913168149343078e-02
   4.500000000000000e-01   -4.195260467219680e-02
   5.000000000000000e-01   -1.090102318906848e-02
   5.500000000000000e-01    2.099716533730732e-02
   6.000000000000001e-01    5.056358224911606e-02
   6.500000000000000e-01    7.477862212495853e-02
   7.000000000000001e-01    9.109200508528251e-02
   7.500000000000000e-01    9.770940208564723e-02
   8.000000000000000e-01    9.383461566992433e-02
   8.500000000000001e-01    7.984886244488321e-02
   9.000000000000000e-01    5.740860623289889e-02
   9.500000000000001e-01    2.943990489486445e-02
   1.000000000000000e+00    0.000000000000000e+00

